timestamp,service_name,endpoint,status_code,response_time_ms,release_version,server_region
2025-12-14 10:48:25.092159,order-service,/login/,404.0,,,eu-central
2025-12-29 11:29:25.092159,user-service,/login/,500.0,737.0,v1.1,eu-central
2025-12-23 00:55:25.092159,user-service,/Login,401.0,,v1.1,us-west
2025-12-06 08:27:25.092159,auth-service,/login,401.0,334.0,v1.1,eu-central
2026-01-06 10:11:25.092159,,/profile,400.0,862.0,v1.1,ap-south
2025-11-22 11:19:25.092159,,/Login,404.0,-1.0,v1.1,ap-south
2025-12-17 01:18:25.092159,user-service,/Login,503.0,1223.0,v1.0,ap-south
2026-01-07 04:24:25.092159,order-service,/login/,404.0,-1.0,v2.0,eu-central
2025-12-16 01:39:25.092159,order-service,,401.0,,,us-east
2025-11-13 20:13:25.092159,user-service,,400.0,,v1.1,
2025-11-27 09:55:25.092159,order-service,/login/,201.0,1007.0,v1.0,ap-south
2025-11-22 08:50:25.092159,order-service,,201.0,228.0,,ap-south
2025-12-03 10:21:25.092159,,/login,400.0,466.0,v1.1,
2025-11-23 20:53:25.092159,user-service,/login,999.0,1514.0,v2.0,eu-central
2025-11-13 12:16:25.092159,user-service,/login/,500.0,,v1.1,us-east
2025-12-21 02:51:25.092159,order-service,/login/,,,,eu-central
2026-01-08 02:33:25.092159,,/Login,201.0,-1.0,,ap-south
2025-11-22 00:57:25.092159,user-service,/login,999.0,,v1.1,eu-central
2025-12-14 17:21:25.092159,user-service,/login/,200.0,203.0,v2.0,ap-south
2025-12-02 16:57:25.092159,,,999.0,-1.0,v1.1,ap-south
2025-12-10 20:06:25.092159,auth-service,/login/,404.0,-1.0,v1.1,us-west
2025-11-17 18:33:25.092159,,,400.0,564.0,,us-east
2025-12-18 07:53:25.092159,,,201.0,1159.0,v1.0,us-west
2025-12-09 17:57:25.092159,auth-service,/profile,404.0,,v2.0,
2025-11-24 04:14:25.092159,auth-service,,503.0,,,us-east
2025-12-16 13:32:25.092159,auth-service,,400.0,,,
2025-12-07 07:12:25.092159,,,500.0,,,us-east
2025-12-03 11:56:25.092159,order-service,/Login,999.0,184.0,,us-east
2025-12-24 15:56:25.092159,,/Login,503.0,1555.0,v1.1,
2025-11-25 17:44:25.092159,auth-service,,200.0,340.0,v2.0,us-east
2025-11-25 17:44:25.092159,auth-service,,200.0,340.0,v2.0,us-east
2025-12-29 15:02:25.092159,user-service,/login/,201.0,882.0,v2.0,eu-central
2025-11-12 10:29:25.092159,user-service,/login,404.0,,v1.0,ap-south
2025-11-20 14:41:25.092159,,/profile,999.0,1463.0,,ap-south
2025-12-30 06:32:25.092159,,/Login,200.0,982.0,v2.0,eu-central
2025-11-30 01:31:25.092159,auth-service,/Login,999.0,-1.0,v1.0,eu-central
2025-12-11 12:07:25.092159,,/login,401.0,140.0,v1.1,ap-south
2025-12-30 04:24:25.092159,order-service,,503.0,,,us-west
2025-12-30 04:24:25.092159,order-service,,503.0,,,us-west
2025-12-13 04:14:25.092159,,/login,201.0,-1.0,v1.1,us-west
2025-12-21 22:31:25.092159,user-service,/Login,400.0,587.0,v2.0,ap-south
2025-12-05 05:38:25.092159,order-service,/Login,404.0,204.0,,eu-central
2025-12-16 03:48:25.092159,user-service,,999.0,,,eu-central
2026-01-01 23:41:25.092159,user-service,,401.0,,v1.0,ap-south
2026-01-07 20:34:25.092159,order-service,,503.0,,v1.0,us-west
2025-11-22 03:10:25.092159,user-service,,400.0,367.0,v1.1,us-west
2025-12-05 06:33:25.092159,user-service,/profile,200.0,,,us-east
2026-01-05 11:48:25.092159,auth-service,/Login,201.0,,v1.0,eu-central
2025-11-28 22:40:25.092159,user-service,/login/,503.0,,v1.0,us-east
2025-11-26 17:46:25.092159,auth-service,,400.0,-1.0,,ap-south
2025-12-12 05:49:25.092159,,/Login,999.0,296.0,v1.1,eu-central
2026-01-03 02:09:25.092159,auth-service,/login,400.0,-1.0,v2.0,eu-central
2025-12-26 12:59:25.092159,user-service,/Login,401.0,1226.0,v2.0,ap-south
2025-12-18 00:12:25.092159,,,500.0,1384.0,v1.1,eu-central
2025-11-21 06:54:25.092159,,,201.0,-1.0,v1.1,us-west
2025-12-31 22:48:25.092159,,/login,404.0,,,eu-central
2026-01-06 00:40:25.092159,order-service,/login,503.0,379.0,,us-east
2025-11-14 04:14:25.092159,,/profile,401.0,-1.0,v1.1,eu-central
2025-11-11 03:56:25.092159,user-service,,500.0,532.0,v2.0,us-east
2025-11-29 23:27:25.092159,,/profile,404.0,260.0,v1.1,
2025-11-23 17:29:25.092159,order-service,,200.0,309.0,,us-west
2025-12-28 17:15:25.092159,auth-service,/Login,401.0,-1.0,,us-west
2025-12-20 15:21:25.092159,,/login/,,-1.0,v1.1,ap-south
2025-12-10 17:15:25.092159,,/profile,999.0,444.0,v1.1,eu-central
2025-11-22 00:59:25.092159,,/login/,400.0,1365.0,,
2025-11-27 15:28:25.092159,user-service,/Login,500.0,399.0,v1.0,us-west
2025-11-27 15:28:25.092159,user-service,/Login,500.0,399.0,v1.0,us-west
2025-12-01 11:11:25.092159,auth-service,/login,404.0,,,us-west
2025-12-18 11:28:25.092159,auth-service,/Login,201.0,-1.0,v1.0,
2025-11-11 00:53:25.092159,,,503.0,1295.0,,eu-central
2025-12-31 01:17:25.092159,order-service,/Login,999.0,-1.0,v2.0,us-west
2026-01-06 16:53:25.092159,order-service,/login,500.0,-1.0,,us-east
2025-12-14 21:31:25.092159,auth-service,,401.0,,v1.0,us-east
2026-01-06 01:47:25.092159,,/login,201.0,-1.0,v1.1,eu-central
2025-12-30 11:56:25.092159,auth-service,/profile,201.0,1403.0,,eu-central
2025-12-11 14:53:25.092159,auth-service,/login,200.0,1442.0,v1.1,
2025-11-12 16:37:25.092159,user-service,/login,404.0,-1.0,,us-east
2025-12-23 11:00:25.092159,,/login,404.0,,v2.0,ap-south
2025-12-05 21:06:25.092159,,/login,503.0,1017.0,v1.1,us-west
2025-11-28 22:13:25.092159,,/profile,500.0,-1.0,v2.0,eu-central
2025-11-22 16:20:25.092159,user-service,/login/,500.0,1535.0,v2.0,
2025-11-14 00:38:25.092159,order-service,/Login,500.0,389.0,v1.0,ap-south
2025-11-25 00:50:25.092159,order-service,/login,404.0,1434.0,v1.1,ap-south
2026-01-06 12:51:25.092159,,,,1608.0,v1.0,ap-south
2025-12-31 10:19:25.092159,user-service,/Login,999.0,,v1.1,ap-south
2025-12-10 14:17:25.092159,user-service,/profile,500.0,-1.0,v1.0,eu-central
2025-12-07 14:50:25.092159,order-service,,404.0,-1.0,v2.0,
2025-12-09 00:40:25.092159,user-service,,999.0,307.0,,
2025-11-14 11:53:25.092159,order-service,/profile,401.0,-1.0,,us-west
2025-12-03 12:14:25.092159,,,,366.0,v1.1,us-west
2025-12-17 03:07:25.092159,,/login/,,,v1.0,us-west
2025-11-20 05:40:25.092159,user-service,/login,401.0,-1.0,v1.0,ap-south
2025-11-20 03:47:25.092159,,/profile,404.0,-1.0,v2.0,
2025-11-29 01:06:25.092159,,,999.0,1584.0,v2.0,
2026-01-03 23:12:25.092159,order-service,/login,400.0,,v1.0,us-west
2025-12-28 00:56:25.092159,,/login,404.0,-1.0,,eu-central
2025-11-14 22:18:25.092159,user-service,/Login,200.0,293.0,v2.0,ap-south
2025-12-01 10:04:25.092159,auth-service,,201.0,-1.0,v1.1,eu-central
2025-11-22 08:53:25.092159,auth-service,/profile,400.0,338.0,,us-east
2025-12-06 10:40:25.092159,user-service,/profile,,,,eu-central
2025-12-14 12:20:25.092159,,/login,401.0,-1.0,v1.1,
2025-12-14 19:51:25.092159,order-service,/login/,201.0,1350.0,,ap-south
2025-12-14 19:51:25.092159,order-service,/login/,201.0,1350.0,,ap-south
2025-12-23 14:24:25.092159,,/Login,201.0,1772.0,v1.1,us-east
2026-01-04 05:00:25.092159,auth-service,/profile,,-1.0,,us-west
2025-11-24 16:26:25.092159,,/login,999.0,-1.0,v1.1,us-west
2026-01-03 05:23:25.092159,auth-service,/Login,404.0,-1.0,v2.0,
2025-12-25 10:30:25.092159,order-service,/profile,404.0,1721.0,v1.1,us-west
2025-12-25 10:30:25.092159,order-service,/profile,404.0,1721.0,v1.1,us-west
2026-01-09 12:10:25.092159,order-service,,,299.0,v1.0,
2025-11-24 12:24:25.092159,user-service,,200.0,,v1.0,
2025-12-27 22:56:25.092159,auth-service,,503.0,-1.0,,eu-central
2025-12-21 15:30:25.092159,user-service,/profile,,340.0,v2.0,ap-south
2026-01-09 13:31:25.092159,auth-service,,999.0,,v1.1,us-west
2025-12-25 22:27:25.092159,,/login,201.0,1059.0,v1.0,us-east
2025-11-25 15:08:25.092159,order-service,,503.0,1356.0,v1.0,ap-south
2025-12-13 23:57:25.092159,,/login,200.0,687.0,v1.1,
2026-01-06 07:10:25.092159,user-service,,999.0,179.0,v2.0,us-west
2025-12-04 21:40:25.092159,auth-service,/login,200.0,,v1.1,us-west
2026-01-05 19:15:25.092159,order-service,/profile,503.0,-1.0,v1.0,eu-central
2025-11-13 00:51:25.092159,user-service,/login/,503.0,981.0,v2.0,eu-central
2025-12-30 19:57:25.092159,user-service,/login,401.0,185.0,v1.1,ap-south
2025-12-04 19:03:25.092159,auth-service,,201.0,941.0,v2.0,us-east
2025-12-13 08:01:25.092159,user-service,,400.0,1059.0,v1.1,us-east
2025-12-29 14:25:25.092159,auth-service,/login,503.0,,v2.0,eu-central
2025-12-23 15:33:25.092159,,/Login,503.0,-1.0,v1.0,us-west
2025-12-31 20:35:25.092159,order-service,/Login,400.0,338.0,v1.0,eu-central
2025-11-17 03:55:25.092159,order-service,,,,,
2026-01-04 05:17:25.092159,order-service,/Login,503.0,,v2.0,eu-central
2025-11-25 00:49:25.092159,user-service,/login/,401.0,392.0,,us-west
2026-01-07 21:43:25.092159,,/profile,500.0,-1.0,v1.0,eu-central
2026-01-07 21:43:25.092159,,/profile,500.0,-1.0,v1.0,eu-central
2025-12-01 17:38:25.092159,user-service,/login,999.0,323.0,v2.0,us-east
2025-12-20 22:39:25.092159,,/login,201.0,259.0,,
2025-11-11 16:21:25.092159,user-service,/login,503.0,214.0,v1.1,
2026-01-08 06:25:25.092159,order-service,/login/,503.0,351.0,,ap-south
2025-11-17 05:48:25.092159,,,999.0,1037.0,v1.1,us-east
2025-12-17 20:18:25.092159,order-service,,200.0,-1.0,v2.0,ap-south
2025-11-14 00:49:25.092159,auth-service,/login/,999.0,1083.0,v1.0,eu-central
2025-12-09 09:05:25.092159,order-service,/login,400.0,300.0,v1.0,us-east
2025-12-16 07:17:25.092159,,/login,500.0,,,us-west
2025-11-28 18:50:25.092159,user-service,/login/,999.0,,,eu-central
2025-12-10 06:02:25.092159,auth-service,/Login,,1251.0,v1.1,
2025-12-18 04:50:25.092159,auth-service,/Login,401.0,-1.0,,us-west
2025-11-27 00:13:25.092159,order-service,,201.0,-1.0,,ap-south
2025-11-27 19:53:25.092159,auth-service,/login/,503.0,-1.0,v1.0,eu-central
2025-12-14 16:10:25.092159,auth-service,/profile,,,,
2025-12-05 01:37:25.092159,user-service,,500.0,1548.0,v1.0,us-west
2025-12-16 15:23:25.092159,order-service,/profile,503.0,321.0,v1.0,eu-central
2025-11-17 13:44:25.092159,user-service,/Login,500.0,223.0,,
2025-12-07 13:47:25.092159,user-service,/login,503.0,-1.0,v2.0,
2025-11-18 15:36:25.092159,user-service,/profile,999.0,330.0,,us-west
2025-11-18 15:36:25.092159,user-service,/profile,999.0,330.0,,us-west
2025-12-15 02:07:25.092159,user-service,/Login,400.0,-1.0,v1.1,eu-central
2025-11-27 03:47:25.092159,user-service,/login/,404.0,428.0,v1.1,us-east
2025-12-23 04:36:25.092159,order-service,/login/,999.0,,v1.0,eu-central
2025-12-03 03:30:25.092159,auth-service,/login/,,299.0,v1.1,us-west
2026-01-06 14:37:25.092159,user-service,/login/,401.0,-1.0,v2.0,us-west
2025-11-29 22:16:25.092159,auth-service,/profile,500.0,1171.0,,eu-central
2025-12-01 10:28:25.092159,auth-service,/login/,500.0,1140.0,v1.0,us-east
2025-12-22 01:59:25.092159,,/profile,200.0,335.0,v2.0,
2026-01-03 11:20:25.092159,auth-service,,404.0,355.0,,us-east
2025-12-28 20:12:25.092159,auth-service,/login,999.0,342.0,v2.0,us-east
2025-11-19 13:09:25.092159,auth-service,/Login,500.0,,v1.0,us-east
2025-12-10 02:20:25.092159,,/profile,,140.0,v1.0,eu-central
2025-11-13 21:58:25.092159,user-service,/Login,401.0,,v2.0,ap-south
2025-12-28 22:49:25.092159,,/Login,401.0,849.0,v1.0,
2025-12-23 07:30:25.092159,user-service,/Login,400.0,-1.0,v1.0,us-east
2026-01-08 23:49:25.092159,,/login,404.0,959.0,v2.0,
2025-12-04 18:32:25.092159,auth-service,,503.0,275.0,v1.1,ap-south
2025-11-21 06:58:25.092159,order-service,/login,201.0,-1.0,v1.1,
2026-01-05 06:05:25.092159,order-service,,401.0,-1.0,v2.0,ap-south
2026-01-02 01:26:25.092159,user-service,/login/,201.0,-1.0,,us-west
2026-01-05 16:12:25.092159,auth-service,/login/,400.0,-1.0,v1.1,us-east
2026-01-09 10:59:25.092159,auth-service,/login/,401.0,136.0,v1.1,us-east
2025-12-02 13:07:25.092159,order-service,,,841.0,,
2025-12-21 17:18:25.092159,user-service,,503.0,,v1.1,ap-south
2025-12-20 15:46:25.092159,order-service,/login/,400.0,1409.0,v2.0,eu-central
2025-11-13 21:51:25.092159,user-service,,401.0,373.0,v2.0,eu-central
2026-01-04 07:54:25.092159,user-service,/Login,401.0,,,ap-south
2026-01-05 08:04:25.092159,auth-service,/Login,200.0,,v1.0,us-east
2025-11-25 18:31:25.092159,auth-service,,,-1.0,v2.0,eu-central
2025-12-12 22:17:25.092159,,/login,200.0,251.0,v2.0,ap-south
2025-12-14 13:23:25.092159,user-service,/login,500.0,-1.0,,
2025-12-20 02:57:25.092159,user-service,/Login,500.0,221.0,v2.0,us-east
2025-11-25 21:37:25.092159,,/login,200.0,385.0,,
2025-12-08 12:22:25.092159,,/login,401.0,1332.0,,us-east
2025-12-04 07:41:25.092159,,/login,201.0,-1.0,v2.0,eu-central
2025-12-15 11:20:25.092159,order-service,,400.0,,v1.0,eu-central
2025-12-22 06:17:25.092159,,/Login,400.0,401.0,v1.1,us-east
2025-12-26 03:14:25.092159,order-service,,999.0,,v1.1,ap-south
2025-12-01 12:51:25.092159,,/login,200.0,1236.0,,eu-central
2025-12-27 02:23:25.092159,user-service,/login,201.0,,v2.0,
2025-12-24 18:26:25.092159,auth-service,/login,401.0,260.0,v2.0,us-west
2025-12-23 12:25:25.092159,order-service,/login,,386.0,v1.0,ap-south
2025-11-24 18:19:25.092159,auth-service,,401.0,-1.0,,eu-central
2025-11-22 00:45:25.092159,,/login,400.0,,,eu-central
2025-12-25 13:33:25.092159,auth-service,/profile,200.0,220.0,,us-west
2026-01-09 03:15:25.092159,,,401.0,,v1.1,ap-south
2025-12-20 09:05:25.092159,user-service,/profile,999.0,-1.0,v1.0,us-east
2026-01-04 04:06:25.092159,auth-service,/profile,401.0,1500.0,v1.1,ap-south
2025-12-10 22:57:25.092159,auth-service,/login,401.0,,v2.0,eu-central
2025-11-21 12:06:25.092159,user-service,/login/,400.0,-1.0,v1.0,ap-south
2025-12-15 22:31:25.092159,order-service,/login,500.0,,v1.0,
2025-12-30 14:26:25.092159,order-service,/profile,400.0,312.0,v1.0,us-west
2025-12-30 14:26:25.092159,order-service,/profile,400.0,312.0,v1.0,us-west
2025-11-21 19:40:25.092159,user-service,/login/,401.0,-1.0,v1.0,us-east
2025-12-13 06:56:25.092159,,,400.0,-1.0,v2.0,us-east
2025-12-13 06:56:25.092159,,,400.0,-1.0,v2.0,us-east
2025-12-17 21:38:25.092159,auth-service,/login,404.0,1332.0,v1.1,ap-south
2026-01-07 13:03:25.092159,user-service,/login,200.0,-1.0,v2.0,eu-central
2025-11-11 06:52:25.092159,order-service,/login,500.0,,,
2025-11-15 04:00:25.092159,,,404.0,1547.0,,ap-south
2025-12-18 16:45:25.092159,user-service,/login/,999.0,1071.0,v1.0,
2026-01-05 06:19:25.092159,user-service,/login/,999.0,1472.0,v2.0,eu-central
2025-12-26 09:06:25.092159,auth-service,/login/,404.0,304.0,v2.0,us-west
2025-12-05 22:08:25.092159,,/Login,404.0,1452.0,v1.0,us-west
2025-12-26 15:17:25.092159,,/login,500.0,-1.0,v1.0,
2025-11-17 21:50:25.092159,auth-service,,503.0,,v2.0,
2025-12-04 16:52:25.092159,auth-service,/login/,999.0,202.0,,eu-central
2025-12-25 18:49:25.092159,,,200.0,449.0,,
2025-12-29 19:46:25.092159,user-service,,503.0,-1.0,v1.0,us-west
2025-12-29 19:46:25.092159,user-service,,503.0,-1.0,v1.0,us-west
2025-12-13 02:45:25.092159,user-service,/profile,503.0,-1.0,v1.1,
2026-01-07 16:56:25.092159,user-service,,401.0,-1.0,v1.0,
2025-12-19 11:12:25.092159,auth-service,,201.0,-1.0,v2.0,us-east
2025-11-10 23:48:25.092159,order-service,/Login,503.0,-1.0,v2.0,us-west
2025-12-19 20:30:25.092159,order-service,/login,201.0,1359.0,v2.0,eu-central
2025-12-29 19:32:25.092159,auth-service,/login/,500.0,-1.0,v1.1,us-west
2025-12-21 03:38:25.092159,user-service,/login,401.0,,v2.0,eu-central
2025-12-27 02:54:25.092159,user-service,/profile,404.0,,v2.0,us-east
2025-12-13 08:10:25.092159,order-service,/login/,,873.0,,eu-central
2025-12-12 00:40:25.092159,order-service,/profile,503.0,,v1.0,ap-south
2025-11-24 07:38:25.092159,auth-service,/login,200.0,488.0,v1.0,
2025-12-20 01:26:25.092159,order-service,/Login,401.0,-1.0,v1.0,ap-south
2025-12-05 11:58:25.092159,order-service,/login,999.0,1181.0,v2.0,
2025-12-29 01:13:25.092159,user-service,,503.0,,,ap-south
2025-11-18 06:44:25.092159,,,999.0,1955.0,v1.0,eu-central
2025-12-16 06:33:25.092159,order-service,/login/,400.0,-1.0,v1.0,eu-central
2025-11-15 19:44:25.092159,order-service,,999.0,,v1.0,us-east
2026-01-03 16:17:25.092159,user-service,/login,401.0,,,eu-central
2026-01-04 12:43:25.092159,auth-service,/profile,500.0,896.0,,eu-central
2026-01-06 20:04:25.092159,order-service,/login/,401.0,167.0,v2.0,
2025-12-23 13:57:25.092159,auth-service,/login/,,,,
2025-12-09 02:20:25.092159,order-service,/Login,,969.0,,
2025-11-24 06:33:25.092159,order-service,/login,400.0,,v1.0,us-west
2025-11-11 11:33:25.092159,auth-service,,999.0,1299.0,,ap-south
2025-12-06 03:22:25.092159,,,,662.0,v1.0,ap-south
2025-12-02 04:50:25.092159,order-service,,,,v1.1,eu-central
2025-11-26 04:34:25.092159,auth-service,,200.0,1183.0,v1.0,eu-central
2025-11-12 20:11:25.092159,,/login/,,415.0,v1.0,us-east
2025-12-26 20:16:25.092159,,,500.0,-1.0,v1.0,eu-central
2026-01-02 00:57:25.092159,order-service,/profile,201.0,188.0,v1.1,us-east
2025-12-04 02:57:25.092159,order-service,/profile,400.0,-1.0,v2.0,us-east
2025-11-19 11:24:25.092159,order-service,/login,400.0,1026.0,,us-west
2025-11-25 13:37:25.092159,order-service,/login,200.0,,v2.0,
2025-12-15 02:13:25.092159,,/login,503.0,,v1.1,
2025-12-31 09:04:25.092159,,/Login,404.0,288.0,v1.0,eu-central
2025-12-20 20:51:25.092159,order-service,,400.0,,v1.1,us-east
2025-12-11 04:35:25.092159,order-service,/profile,,1411.0,v2.0,
2025-12-18 06:45:25.092159,auth-service,,401.0,-1.0,v1.0,eu-central
2026-01-08 22:08:25.092159,,,503.0,,v2.0,us-east
2026-01-04 13:56:25.092159,user-service,,,-1.0,v2.0,ap-south
2025-11-12 06:09:25.092159,,,503.0,1758.0,v1.0,us-west
2025-12-06 06:38:25.092159,,/login,,1198.0,v2.0,us-west
2025-12-27 17:07:25.092159,user-service,/Login,401.0,,v1.1,
2025-11-20 12:58:25.092159,order-service,/login,401.0,-1.0,,us-west
2025-12-29 03:22:25.092159,order-service,/login,400.0,1602.0,,ap-south
2026-01-07 18:51:25.092159,auth-service,/profile,500.0,1273.0,,us-east
2026-01-05 15:02:25.092159,,/profile,200.0,-1.0,v1.0,eu-central
2025-11-14 17:25:25.092159,auth-service,/login,500.0,,v1.0,us-east
2025-12-21 19:10:25.092159,auth-service,/Login,401.0,202.0,v1.0,us-east
2025-12-08 18:17:25.092159,order-service,/login,500.0,-1.0,v2.0,
2025-12-31 07:28:25.092159,order-service,,,160.0,v1.0,ap-south
2025-12-07 08:54:25.092159,user-service,/login,404.0,1071.0,v1.1,us-west
2025-12-13 01:13:25.092159,order-service,/Login,503.0,389.0,v1.1,ap-south
2025-11-23 11:05:25.092159,order-service,/login,200.0,-1.0,v2.0,us-east
2026-01-03 09:43:25.092159,order-service,/login/,500.0,11.0,v2.0,us-west
2025-11-18 19:26:25.092159,,/Login,201.0,,v2.0,eu-central
2025-11-29 05:34:25.092159,,,201.0,908.0,v1.1,us-west
2025-11-22 22:34:25.092159,order-service,/login/,400.0,1409.0,v2.0,eu-central
2025-12-13 22:32:25.092159,user-service,,404.0,1281.0,v1.1,ap-south
2025-12-11 23:16:25.092159,order-service,/login/,201.0,,v1.0,us-west
2025-12-12 01:33:25.092159,user-service,/login/,200.0,,,
2026-01-07 17:54:25.092159,,,999.0,1717.0,v2.0,
2026-01-07 17:54:25.092159,,,999.0,1717.0,v2.0,
2025-11-14 12:53:25.092159,auth-service,/login/,999.0,-1.0,v1.1,us-west
2025-11-16 06:44:25.092159,user-service,/profile,,-1.0,,ap-south
2025-11-26 21:14:25.092159,order-service,/login,200.0,,,us-east
2026-01-01 00:31:25.092159,order-service,/profile,201.0,,v2.0,us-east
2025-12-29 23:07:25.092159,,/profile,201.0,-1.0,v2.0,eu-central
2025-12-19 15:34:25.092159,user-service,/login/,201.0,1677.0,,us-west
2025-12-07 03:01:25.092159,auth-service,/login/,401.0,-1.0,v1.1,eu-central
2025-11-19 11:59:25.092159,auth-service,/Login,999.0,-1.0,v1.0,us-west
2025-11-21 10:40:25.092159,auth-service,/profile,400.0,-1.0,v1.1,us-west
2025-11-24 04:07:25.092159,user-service,/profile,500.0,1237.0,v2.0,eu-central
2025-11-25 06:11:25.092159,,/login,201.0,,v2.0,us-west
2025-12-25 18:18:25.092159,auth-service,/profile,200.0,,v2.0,eu-central
2025-12-10 19:27:25.092159,user-service,/profile,999.0,221.0,,us-east
2025-11-15 03:01:25.092159,,,,,v1.1,ap-south
2026-01-02 16:33:25.092159,,,401.0,1242.0,v1.1,us-west
2025-11-15 19:55:25.092159,auth-service,,500.0,,v1.1,us-east
2025-12-11 00:13:25.092159,user-service,,400.0,-1.0,v2.0,eu-central
2025-11-12 13:52:25.092159,,/profile,401.0,,v1.1,us-east
2025-12-15 20:58:25.092159,user-service,/login/,200.0,-1.0,v1.1,
2025-12-26 13:44:25.092159,order-service,/login/,401.0,,v2.0,ap-south
2025-12-28 01:57:25.092159,,,401.0,1174.0,v2.0,eu-central
2025-11-29 00:38:25.092159,auth-service,/login,503.0,-1.0,v1.1,ap-south
2025-11-12 21:51:25.092159,,/Login,404.0,224.0,,us-west
2025-12-12 05:21:25.092159,user-service,/login/,503.0,1006.0,v1.1,ap-south
2025-12-12 06:51:25.092159,order-service,/login,500.0,-1.0,v1.1,
2025-12-01 10:37:25.092159,,,400.0,-1.0,v1.1,eu-central
2025-12-22 01:16:25.092159,order-service,/login/,201.0,-1.0,,eu-central
2026-01-01 23:23:25.092159,user-service,/Login,401.0,927.0,v1.1,us-east
2026-01-01 23:23:25.092159,user-service,/Login,401.0,927.0,v1.1,us-east
2025-11-17 17:20:25.092159,user-service,,999.0,-1.0,v1.1,us-west
2025-11-17 17:20:25.092159,user-service,,999.0,-1.0,v1.1,us-west
2025-11-16 04:15:25.092159,order-service,/login/,200.0,334.0,v2.0,
2026-01-03 09:59:25.092159,auth-service,/login,401.0,,v1.1,
2025-11-24 11:56:25.092159,order-service,/profile,404.0,-1.0,,us-east
2026-01-05 01:02:25.092159,order-service,/login,404.0,221.0,,
2025-12-31 09:58:25.092159,auth-service,/login/,500.0,,,
2026-01-02 16:29:25.092159,order-service,/login/,401.0,926.0,v1.0,us-east
2025-11-13 17:04:25.092159,user-service,/profile,200.0,1518.0,v1.1,ap-south
2025-12-23 02:46:25.092159,user-service,/profile,200.0,-1.0,v1.0,
2025-11-17 01:27:25.092159,user-service,,404.0,,v1.0,
2025-12-16 06:56:25.092159,auth-service,,999.0,301.0,v1.0,us-east
2025-11-19 07:34:25.092159,order-service,/login,404.0,-1.0,,
2025-12-17 02:34:25.092159,,/login,200.0,,v1.1,
2025-12-08 08:30:25.092159,order-service,/login/,999.0,375.0,v1.0,eu-central
2026-01-07 16:23:25.092159,order-service,/login/,,217.0,v1.1,ap-south
2025-12-06 04:10:25.092159,,/Login,404.0,230.0,v1.1,ap-south
2026-01-06 22:17:25.092159,user-service,/profile,,1198.0,v1.0,us-east
2025-12-14 12:06:25.092159,order-service,/login/,400.0,1258.0,,us-east
2025-12-23 03:44:25.092159,,/login/,201.0,-1.0,v1.0,
2025-11-28 01:56:25.092159,user-service,,999.0,268.0,v1.0,us-west
2025-11-18 06:58:25.092159,order-service,,,-1.0,v1.0,us-west
2025-12-17 16:01:25.092159,order-service,,201.0,-1.0,,eu-central
2025-12-18 08:54:25.092159,user-service,/profile,,270.0,v1.1,us-west
2025-12-01 08:29:25.092159,order-service,,201.0,-1.0,,us-east
2025-11-16 05:41:25.092159,order-service,/Login,200.0,432.0,v1.0,us-east
2025-12-18 23:26:25.092159,,/login/,201.0,,,
2025-12-10 03:53:25.092159,,/login,,322.0,v1.1,ap-south
2026-01-08 14:41:25.092159,user-service,/login/,201.0,,,
2026-01-07 02:37:25.092159,,,200.0,1132.0,v1.1,eu-central
2025-12-10 10:43:25.092159,user-service,/login/,500.0,-1.0,v2.0,eu-central
2025-12-02 14:40:25.092159,auth-service,/login/,200.0,,,eu-central
2025-12-03 13:58:25.092159,,/login/,401.0,,v1.0,us-west
2025-12-21 05:59:25.092159,order-service,,401.0,-1.0,v2.0,us-west
2025-12-05 20:38:25.092159,user-service,/login,,,v1.0,
2025-12-16 01:30:25.092159,order-service,,401.0,1604.0,,ap-south
2025-12-12 13:38:25.092159,user-service,,,1215.0,,ap-south
2025-12-07 06:48:25.092159,auth-service,/profile,400.0,,v2.0,eu-central
2025-12-04 01:51:25.092159,order-service,/login,401.0,-1.0,v1.0,us-west
2025-11-14 03:02:25.092159,user-service,/Login,401.0,475.0,v1.0,
2025-12-11 23:46:25.092159,user-service,,401.0,278.0,v1.0,
2025-11-12 18:06:25.092159,order-service,/Login,401.0,1313.0,v2.0,us-west
2025-12-03 16:46:25.092159,auth-service,/Login,999.0,-1.0,v1.1,
2025-12-19 07:23:25.092159,auth-service,/login,404.0,683.0,,eu-central
2025-11-17 23:58:25.092159,auth-service,/profile,201.0,-1.0,,eu-central
2025-12-17 07:37:25.092159,auth-service,,404.0,316.0,v1.1,
2025-12-18 17:01:25.092159,order-service,,500.0,1510.0,v2.0,us-east
2025-12-14 13:45:25.092159,auth-service,/login,,1456.0,v1.0,
2025-11-20 15:48:25.092159,,,200.0,235.0,v2.0,eu-central
2025-11-14 14:48:25.092159,order-service,/profile,503.0,536.0,v1.1,us-east
2026-01-04 16:22:25.092159,auth-service,/login/,999.0,-1.0,v2.0,us-west
2025-11-27 12:56:25.092159,,/login,500.0,,v1.0,eu-central
2025-11-11 04:40:25.092159,auth-service,/login,404.0,-1.0,v1.0,us-west
2025-12-12 10:47:25.092159,order-service,,500.0,,,eu-central
2025-12-03 11:45:25.092159,order-service,/profile,201.0,400.0,,us-east
2025-12-08 17:08:25.092159,,/login/,503.0,,,ap-south
